folder,frame_count,crop_size,radius_px,psd_mean,psd_norm
4,128,512,9,27934634002.285713,0.02331071285450192
4,128,512,10,30981208274.82353,0.02585299846494633
4,128,512,11,23777009952.0,0.01984128560568773
4,128,512,12,9925603827.2,0.008282653737452681
4,128,512,13,7646479393.391304,0.006380784708782155
4,128,512,14,7774223709.090909,0.0064873839597988205
4,128,512,15,7200900970.666667,0.006008961306139901
4,128,512,16,16088905568.0,0.01342576594374416
4,128,512,17,14088525453.241379,0.01175650167304785
4,128,512,18,8075448780.8,0.006738748310969944
4,128,512,19,7016577894.4,0.005855148576645783
4,128,512,20,6272382455.741936,0.005234137176361506
4,128,512,21,6678950755.555555,0.005573407663740108
4,128,512,22,6500303849.411765,0.005424331548007848
4,128,512,23,9230600462.62857,0.00770269182124817
4,128,512,24,8563184845.473684,0.007145751150221848
4,128,512,25,5870933180.952381,0.004899138379903259
4,128,512,26,5731997649.454545,0.004783200355450579
4,128,512,27,5607414640.390244,0.00467923913116498
4,128,512,28,5709845308.952381,0.004764714813507955
4,128,512,29,6043238346.666667,0.0050429224810654375
4,128,512,30,6418136829.276596,0.005355765344050271
4,128,512,31,6052822779.076923,0.005050920436283701
4,128,512,32,5439314703.36,0.004538964182058748
4,128,512,33,5262753710.769231,0.004391628705987986
4,128,512,34,5292988997.614035,0.004416859252758531
4,128,512,35,5174478808.615385,0.0043179656361156836
4,128,512,36,5553351156.965517,0.004634124584902272
4,128,512,37,5371617030.736842,0.0044824722657047554
4,128,512,38,5151697636.0,0.00429895535041505
4,128,512,39,5062445648.5161295,0.004224476928690969
4,128,512,40,4932294007.322034,0.004115868828253015
4,128,512,41,5002669502.117647,0.004174595316348037
4,128,512,42,5064664093.090909,0.00422632816198302
4,128,512,43,5099436192.0,0.004255344558365799
4,128,512,44,5051441923.710145,0.004215294611526503
4,128,512,45,4888858721.882353,0.004079623231960081
4,128,512,46,4839176254.27027,0.004038164527460369
4,128,512,47,4815678069.479452,0.0040185559140732754
4,128,512,48,4797765413.743589,0.004003608276875448
4,128,512,49,4899357214.315789,0.0040883839460793695
4,128,512,50,4861912894.476191,0.004057137652043743
4,128,512,51,4825838738.962963,0.004027034723880493
4,128,512,52,4764316973.948718,0.00397569643899615
4,128,512,53,4750661565.023255,0.003964301361604185
4,128,512,54,4739080071.901235,0.003954636912069184
4,128,512,55,4684173962.893617,0.003908819217055538
4,128,512,56,4708484808.930233,0.0039291059747471975
4,128,512,57,4620189792.711111,0.003855426120219691
4,128,512,58,4688446388.043956,0.003912384442784422
4,128,512,59,4658982747.826087,0.003887797814704351
4,128,512,60,4602028222.693877,0.0038402707706409554
4,128,512,61,4601858647.092784,0.0038401292642892383
4,128,512,62,4577270175.346939,0.0038196108352898995
4,128,512,63,4670233224.96,0.0038971860401567885
4,128,512,64,4603611436.865979,0.0038415919209717608
4,128,512,65,4557198416.592592,0.003802861483758423
4,128,512,66,4544166167.04,0.00379198641637276
4,128,512,67,4503442970.566038,0.003758003986553049
4,128,512,68,4514891887.008849,0.0037675578043575605
4,128,512,69,4521633260.307693,0.0037731833019818174
