reference,strategy,folder,pair_count,mean_psnr_gain,std_psnr_gain,positive_pair_fraction,mean_ssim,mean_ssim_gain,mean_gradient_ratio_to_noisy,mean_residual_std,mean_removed_residual_std
ref100_all,lofo_best_linear,8,8,0.8226999603324963,0.03354879291019278,1.0,0.9948047976166818,0.0011517265068209798,0.9354080992471385,0.002232501283288002,0.00036219531830283813
ref100_all,lofo_best_linear,9,8,0.06102841466217246,0.002597364949819538,1.0,0.9974237600799964,3.71631044222831e-05,0.994473662070216,0.0015109439118532464,2.747792973423202e-05
ref100_all,lofo_best_linear,10,8,0.02826185892050148,0.00972457858348825,1.0,0.9983386266630017,1.1189595699651056e-05,0.9946359429726731,0.0012021081493003294,2.9165845035095117e-05
ref100_all,lofo_best_linear,11,8,0.04189914913437143,0.021377945274811037,1.0,0.9989763159566696,1.0906508440267082e-05,0.9944210800819628,0.0009405016098753549,2.664391740836436e-05
ref100_all,lofo_best_linear,13,8,0.0012887042532483406,0.0461926138319232,0.5,0.999560375259334,-2.216595247461761e-06,0.9946551887592154,0.0006065466368454508,2.4570964569647913e-05
ref25_q1,always_noisy,1,8,0.0,0.0,0.0,0.9975258914195981,0.0,1.0,0.0014914979255991057,0.0
ref25_q1,always_noisy,2,8,0.0,0.0,0.0,0.99940547404081,0.0,1.0,0.0007056474787532352,0.0
ref25_q1,always_noisy,4,8,0.0,0.0,0.0,0.9952569863209417,0.0,1.0,0.002144393336493522,0.0
ref25_q1,always_noisy,5,8,0.0,0.0,0.0,0.9825243459454787,0.0,1.0,0.005365310411434621,0.0
ref25_q1,always_noisy,7,8,0.0,0.0,0.0,0.9918697323868312,0.0,1.0,0.0029885596013627946,0.0
ref25_q1,always_noisy,8,8,0.0,0.0,0.0,0.9933469521030501,0.0,1.0,0.0025564841052982956,0.0
ref25_q1,always_noisy,9,8,0.0,0.0,0.0,0.9972722535255201,0.0,1.0,0.0015568046073894948,0.0
ref25_q1,always_noisy,10,8,0.0,0.0,0.0,0.9982659693127128,0.0,1.0,0.001230729598319158,0.0
ref25_q1,always_noisy,11,8,0.0,0.0,0.0,0.9989321259292697,0.0,1.0,0.0009593127761036158,0.0
ref25_q1,always_noisy,13,8,0.0,0.0,0.0,0.9995509594393177,0.0,1.0,0.0006180534037412144,0.0
ref25_q1,always_p99,1,8,0.012704240613399698,0.01442815094653491,0.875,0.9975347024710148,8.811051416715565e-06,0.9952180892058808,0.0014886243734508753,2.1399231400209828e-05
ref25_q1,always_p99,2,8,0.05880562801273381,0.040486856832890515,1.0,0.9994158647493757,1.0390708565746754e-05,0.9945710611258465,0.0007026271414360963,2.259454481645662e-05
ref25_q1,always_p99,4,8,0.05582040480896122,0.011534252190770453,1.0,0.9953083566271732,5.137030623132699e-05,0.9948994013682344,0.0021323169639799744,4.998128179067862e-05
