folder,lag,brightness_bin,brightness_low,brightness_high,pixel_count,residual_correlation_mean,residual_correlation_max_abs
13,1,4,935.1199951171875,937.4400024414062,33092,-0.0040007425028631876,0.055724344983772364
13,1,5,937.4400024414062,940.1599731445312,32269,-0.00022075667425739895,0.054014824109644935
13,1,6,940.1599731445312,944.47998046875,33291,-0.018469781488468267,0.09336957237802748
13,1,7,944.47998046875,1547.0400390625,32925,-0.004074858533507261,0.05978106532125715
13,8,0,890.719970703125,927.1199951171875,32421,-0.007819418712196853,0.10933362902364031
13,8,1,927.1199951171875,930.47998046875,32309,-0.007812064879036751,0.05941037795245372
13,8,2,930.47998046875,932.8800048828125,32517,-0.00952015357622406,0.059592546399125895
13,8,3,932.8800048828125,935.1199951171875,33320,0.004517927477706399,0.07234722991626147
13,8,4,935.1199951171875,937.4400024414062,33092,-0.007076155508077196,0.07086650428797045
13,8,5,937.4400024414062,940.1599731445312,32269,0.005357559421354039,0.05746168196308982
13,8,6,940.1599731445312,944.47998046875,33291,0.0032713261119361303,0.08778389415827238
13,8,7,944.47998046875,1547.0400390625,32925,-0.020323329368909963,0.08739581251211023
13,32,0,890.719970703125,927.1199951171875,32421,-0.00199550649520326,0.05974687438063768
13,32,1,927.1199951171875,930.47998046875,32309,-0.0027193553420118387,0.03890953818177507
13,32,2,930.47998046875,932.8800048828125,32517,-0.0051284081891312784,0.06701320679017143
13,32,3,932.8800048828125,935.1199951171875,33320,-0.00869797872425346,0.07595179759996816
