effect,seed,reference,folder,psnr_gain,ssim,gradient_ratio_to_noisy,residual_std,brightness_bias_to_reference
P-H_minus_P-L,20260718,reference_b_even,7,-3.8489553764720545,-0.003997260577907169,-0.2600150680144405,-0.00028049940010532737,-0.0029132232011761516
H-H_minus_H-L,20260718,reference_b_even,7,-1.770926202397888,-0.005687912146292162,-0.06908177379636748,0.0004072835436090827,-0.0006894527614349499
H-L_minus_P-L,20260718,reference_b_even,7,-0.8849936244952694,-0.0019291435302171145,-0.03697452702398152,6.953516276553273e-05,-0.0006732208275934681
H-H_minus_P-H,20260718,reference_b_even,7,1.1930355495788971,-0.0036197950986021077,0.15395876719409152,0.0007573181064799428,0.0015505496121477336
strength_main,20260718,reference_b_even,8,-3.0919946512038856,-0.0038338547382064103,-0.15828123568654884,0.00018222135258838534,-0.0016038864996517077
structure_main,20260718,reference_b_even,8,0.45466953045589653,-0.001869161774207151,0.06479646636033143,0.0002632404793985188,0.0004993807087885216
interaction,20260718,reference_b_even,8,2.7470742128500474,-0.0006032670165988518,0.20509613500074508,0.0004000630578957498,0.002164433943107724
P-H_minus_P-L,20260718,reference_b_even,8,-4.465531757628909,-0.00353222122990704,-0.2608293031869213,-1.781017635948956e-05,-0.00268610347120557
H-H_minus_H-L,20260718,reference_b_even,8,-1.718457544778862,-0.004135488246505892,-0.05573316818617624,0.00038225288153626025,-0.0005216695280978456
H-L_minus_P-L,20260718,reference_b_even,8,-0.9188675759691272,-0.0015675282659076695,-0.03775160114004106,6.32089504506439e-05,-0.0005828362627653405
H-H_minus_P-H,20260718,reference_b_even,8,1.8282066368809202,-0.0021707952825065213,0.16734453386070403,0.0004632720083463937,0.0015815976803423837
strength_main,20260718,reference_b_even,9,-5.556450391757843,-0.004680586767819905,-0.1854424346732263,0.0009337331357528456,-0.0012307738415984204
structure_main,20260718,reference_b_even,9,-0.3850392215214602,-0.000878978005449893,0.002886917683270984,0.00012015349784633145,1.3588150977739133e-05
interaction,20260718,reference_b_even,9,1.7905175214304405,-0.0006057066575575476,0.12937742055044266,2.6947134756483138e-05,0.0009780402288015466
P-H_minus_P-L,20260718,reference_b_even,9,-6.451709152473064,-0.004377733439041243,-0.2501311449484476,0.000920259568374604,-0.0017197939559991937
H-H_minus_H-L,20260718,reference_b_even,9,-4.661191631042623,-0.00498344009659879,-0.12075372439800497,0.0009472067031310871,-0.0007417537271976471
H-L_minus_P-L,20260718,reference_b_even,9,-1.2802979822366805,-0.0005761246766712302,-0.06180179259195029,0.00010667993046808988,-0.0004754319634230342
H-H_minus_P-H,20260718,reference_b_even,9,0.5102195391937601,-0.0011818313342287778,0.06757562795849237,0.00013362706522457302,0.0005026082653785124
strength_main,20260718,reference_b_even,10,-6.88870308792644,-0.007240349681284619,-0.2336136999473336,0.0013040591948083602,-0.0011803442925781837
structure_main,20260718,reference_b_even,10,-2.358119726743687,-0.0029424751957100037,-0.07798587701388116,0.0004924463937641121,-0.000407853107816436
interaction,20260718,reference_b_even,10,0.44016577837445947,-0.0038056637072786392,0.03245718159358979,0.00037822678859811276,0.0002513595435971183
P-H_minus_P-L,20260718,reference_b_even,10,-7.108785977113669,-0.005337517827645355,-0.24984229074412845,0.0011149458005093038,-0.001306024064376743
H-H_minus_H-L,20260718,reference_b_even,10,-6.66862019873921,-0.009143181534923994,-0.21738510915053866,0.0014931725891074166,-0.0010546645207796246
H-L_minus_P-L,20260718,reference_b_even,10,-2.578202615930916,-0.0010396433420706286,-0.09421446781067605,0.00030333299946505576,-0.0005335328796149952
H-H_minus_P-H,20260718,reference_b_even,10,-2.1380368375564567,-0.004845307049349268,-0.06175728621708626,0.0006815597880631685,-0.00028217333601787686
strength_main,20260718,reference_b_even,11,-5.713997000294343,-0.005015060247090419,-0.21321250132636788,0.000980295841145562,-0.0005565785306487214
structure_main,20260718,reference_b_even,11,-2.393283083172121,-0.002004367728831946,-0.11045239443768196,0.0004117364624107722,-0.00019212482058605929
interaction,20260718,reference_b_even,11,1.5258299449873611,-0.0014145535804844789,0.008230339588521124,5.6506913097109646e-05,0.0003409569948757962
P-H_minus_P-L,20260718,reference_b_even,11,-6.476911972788024,-0.004307783456848235,-0.21732767112062845,0.0009520423845970072,-0.0007270570280866195
H-H_minus_H-L,20260718,reference_b_even,11,-4.951082027800663,-0.005722337037332714,-0.20909733153210733,0.0010085492976941168,-0.0003861000332108233
H-L_minus_P-L,20260718,reference_b_even,11,-3.1561980556658016,-0.0012970909385896512,-0.11456756423194253,0.0003834830058622174,-0.0003626033180239574
H-H_minus_P-H,20260718,reference_b_even,11,-1.6303681106784405,-0.00271164451907413,-0.1063372246434214,0.00043998991895932704,-2.1646323148161173e-05
strength_main,20260718,reference_b_even,13,-1.9213436585160624,-0.0011042494626235522,-0.03504154091319828,-2.533095539547503e-06,0.00026494491612538695
structure_main,20260718,reference_b_even,13,-1.283108952665132,-0.0007850067252296311,-0.02314421547941474,-4.8041129048215225e-06,0.00018315401393920183
interaction,20260718,reference_b_even,13,-1.3083195195007962,-0.0010106706471401106,0.03686679318459282,7.309921784326434e-06,0.0002113653754349798
P-H_minus_P-L,20260718,reference_b_even,13,-1.2671838987656647,-0.0005989141390535524,-0.05347493750549469,-6.18805643171072e-06,0.00015926222840789706
H-H_minus_H-L,20260718,reference_b_even,13,-2.575503418266461,-0.001609584786193663,-0.01660814432090187,1.121865352615714e-06,0.00037062760384287685
H-L_minus_P-L,20260718,reference_b_even,13,-0.6289491929147344,-0.00027967140165963134,-0.04157761207171115,-8.45907379698474e-06,7.747132622171193e-05
H-H_minus_P-H,20260718,reference_b_even,13,-1.9372687124155306,-0.001290342048799742,-0.004710818887118329,-1.1491520126583055e-06,0.00028883670165669173
